,greV,greQ,greA,cgpa,univName
48542,157.0,168.0,3.0,3.75,National University of Modern Languages
48569,161.0,167.0,4.5,3.8,National University of Modern Languages
48587,163.0,163.0,5.0,3.87,Bahauddin Zakariya University
48599,159.0,169.0,3.5,3.0,COMSATS University Islamabad
48600,159.0,169.0,3.5,3.0,COMSATS University Islamabad
48601,155.0,168.0,0.0,3.79,Aga Khan University
48604,152.0,165.0,3.0,3.44,Lahore University of Management Sciences
48613,163.0,154.0,5.0,3.2,Aga Khan University
48637,159.0,170.0,3.5,3.89,University of the Punjab
48644,168.0,157.0,5.5,3.84,Aga Khan University
48654,160.0,169.0,5.0,3.96,Bahauddin Zakariya University
48672,163.0,168.0,4.5,3.97,Bahauddin Zakariya University
48674,163.0,161.0,4.5,3.8,University of Central Punjab
48675,159.0,167.0,4.0,3.2,NED University of Engineering and Technology
48686,166.0,159.0,4.5,4.0,National University of Modern Languages
48714,154.0,161.0,4.0,4.0,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
48719,154.0,161.0,4.0,4.0,National University of Sciences and Technology
48722,146.0,168.0,4.0,3.6,Bahauddin Zakariya University
48723,146.0,168.0,4.0,3.6,Bahauddin Zakariya University
48736,166.0,156.0,4.0,3.61,University of the Punjab
48737,166.0,153.0,6.0,3.85,"University of Engineering and Technology, Lahore"
48751,159.0,160.0,4.0,4.0,National University of Computer and Emerging Sciences
48752,159.0,160.0,4.0,4.0,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
48754,161.0,169.0,3.5,4.0,Aga Khan University
48755,165.0,164.0,5.0,3.9,National University of Sciences and Technology
48767,159.0,168.0,4.0,3.5,National University of Modern Languages
48769,169.0,166.0,6.0,3.94,"International Islamic University, Islamabad"
48779,163.0,163.0,5.0,3.87,Bahauddin Zakariya University
48825,164.0,166.0,4.5,3.9,National University of Sciences and Technology
48829,165.0,167.0,4.0,3.97,National University of Sciences and Technology
48832,166.0,168.0,5.0,3.59,COMSATS University Islamabad
48835,162.0,168.0,5.0,3.88,National University of Sciences and Technology
48836,166.0,157.0,5.5,3.5,National University of Sciences and Technology
48840,170.0,165.0,4.5,3.94,"University of Engineering and Technology, Lahore"
48843,170.0,165.0,4.5,3.94,Bahauddin Zakariya University
48848,170.0,170.0,6.0,3.86,"University of Engineering and Technology, Lahore"
48851,160.0,167.0,4.5,3.78,Aga Khan University
48853,160.0,167.0,4.5,3.78,Air University
48854,160.0,167.0,4.5,3.78,Bahauddin Zakariya University
48859,169.0,167.0,5.0,3.95,Bahauddin Zakariya University
48867,154.0,155.0,4.0,4.0,Aga Khan University
48890,166.0,160.0,4.5,4.0,Bahria University
48899,170.0,157.0,4.0,3.83,NED University of Engineering and Technology
48903,170.0,170.0,5.0,3.97,Quaid-i-Azam University
48904,152.0,167.0,0.0,3.72,Quaid-i-Azam University
48923,163.0,168.0,6.0,4.0,Aga Khan University
48934,170.0,170.0,5.0,3.9,Bahauddin Zakariya University
48953,160.0,160.0,4.5,3.9,Bahauddin Zakariya University
48961,166.0,161.0,5.0,3.46,Bahria University
48972,159.0,161.0,5.5,3.78,"University of Engineering and Technology, Lahore"
48990,151.0,167.0,4.0,3.55,Bahauddin Zakariya University
49005,160.0,150.0,4.5,4.0,National University of Computer and Emerging Sciences
49006,162.0,169.0,4.0,3.98,Aga Khan University
49015,151.0,166.0,3.5,3.83,University of the Punjab
49022,169.0,169.0,5.0,3.41,Bahria University
49023,161.0,165.0,4.5,3.91,Bahria University
49025,159.0,166.0,3.5,3.97,Bahauddin Zakariya University
49030,168.0,170.0,4.0,3.98,"International Islamic University, Islamabad"
49040,163.0,170.0,5.0,3.92,Aga Khan University
49065,152.0,170.0,3.0,3.38,"University of Engineering and Technology, Lahore"
49068,167.0,168.0,5.0,3.83,Quaid-i-Azam University
49097,158.0,160.0,5.0,3.85,University of Central Punjab
49145,160.0,151.0,0.0,3.9,Aga Khan University
49149,167.0,166.0,5.0,3.83,"University of Engineering and Technology, Lahore"
49151,166.0,167.0,5.5,3.79,Bahria University
49175,164.0,158.0,6.0,3.93,Bahria University
49181,155.0,170.0,3.5,4.0,Quaid-i-Azam University
49185,162.0,155.0,4.0,4.0,Aga Khan University
49198,162.0,170.0,5.0,3.97,University of the Punjab
49211,164.0,158.0,4.0,9.99,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
49229,153.0,170.0,5.0,3.89,Quaid-i-Azam University
49230,156.0,169.0,4.5,3.49,"University of Engineering and Technology, Lahore"
49232,168.0,163.0,4.0,3.9,Air University
49247,164.0,169.0,3.0,3.74,Aga Khan University
49264,164.0,167.0,5.0,3.9,Bahauddin Zakariya University
49274,155.0,162.0,4.5,3.22,University of Central Punjab
49299,164.0,168.0,4.0,3.92,National University of Sciences and Technology
49307,162.0,170.0,3.5,3.86,NED University of Engineering and Technology
49311,156.0,158.0,3.5,3.55,"University of Engineering and Technology, Lahore"
49316,158.0,168.0,4.5,3.97,NED University of Engineering and Technology
49323,160.0,163.0,4.0,3.88,"University of Engineering and Technology, Lahore"
49328,152.0,156.0,3.5,3.7,COMSATS University Islamabad
49340,153.0,170.0,3.0,3.39,Air University
49344,148.0,166.0,0.0,3.5,NED University of Engineering and Technology
49345,157.0,170.0,0.0,3.3,National University of Sciences and Technology
49357,159.0,158.0,5.0,3.94,Aga Khan University
49366,168.0,167.0,4.5,3.88,National University of Modern Languages
49370,161.0,159.0,4.5,3.72,University of Central Punjab
49383,167.0,164.0,4.0,3.74,NED University of Engineering and Technology
49394,162.0,160.0,0.0,3.58,Quaid-i-Azam University
49400,157.0,159.0,3.5,3.98,Bahria University
49428,153.0,170.0,6.0,3.74,National University of Modern Languages
49448,163.0,170.0,4.0,3.8,Bahauddin Zakariya University
49452,162.0,164.0,5.0,3.58,NED University of Engineering and Technology
49459,169.0,169.0,5.0,4.0,COMSATS University Islamabad
49463,170.0,157.0,3.0,3.63,Bahauddin Zakariya University
49469,161.0,156.0,5.0,3.59,Bahauddin Zakariya University
49470,166.0,170.0,5.0,3.98,COMSATS University Islamabad
49472,168.0,170.0,0.0,3.99,COMSATS University Islamabad
49496,160.0,145.0,3.5,2.9,Bahria University
49507,159.0,158.0,4.5,3.98,National University of Sciences and Technology
49510,169.0,158.0,5.5,3.79,"University of Engineering and Technology, Lahore"
49517,163.0,160.0,5.0,4.0,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
49547,157.0,164.0,4.0,3.74,Bahauddin Zakariya University
49551,170.0,170.0,6.0,3.86,National University of Modern Languages
49559,166.0,170.0,5.0,3.62,Bahria University
49582,156.0,169.0,4.0,3.99,National University of Modern Languages
49584,163.0,166.0,5.5,3.98,COMSATS University Islamabad
49585,148.0,170.0,0.0,3.95,Institute of Business Administration
49606,158.0,148.0,5.0,3.98,"University of Engineering and Technology, Lahore"
49612,163.0,166.0,4.5,3.7,National University of Computer and Emerging Sciences
49621,150.0,155.0,4.0,3.8,Bahria University
49632,162.0,159.0,5.0,3.6,National University of Modern Languages
49659,157.0,157.0,5.0,3.82,"University of Engineering and Technology, Lahore"
49673,156.0,162.0,4.0,3.32,Bahauddin Zakariya University
49684,163.0,166.0,5.5,3.98,Air University
49688,154.0,163.0,5.0,3.2,Air University
49694,153.0,168.0,2.5,3.73,COMSATS University Islamabad
49696,170.0,160.0,4.5,3.8,Quaid-i-Azam University
49698,167.0,155.0,4.0,3.68,Quaid-i-Azam University
49747,159.0,166.0,5.0,3.59,"University of Engineering and Technology, Lahore"
49775,168.0,162.0,5.5,3.94,Air University
49785,156.0,170.0,4.0,9.99,National University of Modern Languages
49789,168.0,169.0,4.0,3.97,National University of Sciences and Technology
49808,166.0,156.0,4.5,3.6,"University of Engineering and Technology, Lahore"
49819,148.0,162.0,4.0,3.58,National University of Sciences and Technology
49839,162.0,156.0,5.5,3.1,University of Central Punjab
49850,151.0,167.0,4.0,3.78,Air University
49855,166.0,168.0,5.0,3.86,Quaid-i-Azam University
49860,161.0,169.0,4.5,3.5,"University of Engineering and Technology, Lahore"
49876,159.0,165.0,3.5,2.49,National University of Modern Languages
49887,168.0,170.0,5.0,3.68,Bahauddin Zakariya University
49890,164.0,168.0,4.5,3.88,Quaid-i-Azam University
49895,164.0,158.0,6.0,3.93,"University of Engineering and Technology, Lahore"
49897,165.0,161.0,4.5,3.98,Aga Khan University
49898,151.0,162.0,3.5,3.06,"International Islamic University, Islamabad"
49920,157.0,156.0,4.0,3.6,National University of Sciences and Technology
49921,167.0,168.0,5.0,4.0,NED University of Engineering and Technology
49922,167.0,168.0,5.0,4.0,University of Central Punjab
49933,156.0,161.0,4.0,4.0,Aga Khan University
49948,162.0,165.0,4.0,3.92,COMSATS University Islamabad
49963,161.0,169.0,4.0,3.84,COMSATS University Islamabad
49967,162.0,166.0,5.0,3.95,University of Central Punjab
49978,158.0,162.0,4.5,3.6,National University of Modern Languages
49982,164.0,158.0,6.0,3.93,Aga Khan University
49983,155.0,156.0,5.5,4.0,Aga Khan University
50003,158.0,152.0,5.0,3.81,NED University of Engineering and Technology
50027,157.0,161.0,4.5,3.88,Quaid-i-Azam University
50036,160.0,149.0,4.5,3.6,NED University of Engineering and Technology
50061,170.0,170.0,5.0,3.97,Air University
50064,161.0,170.0,5.0,3.99,Bahria University
50068,167.0,168.0,4.0,3.8,COMSATS University Islamabad
50136,161.0,165.0,4.5,3.91,"International Islamic University, Islamabad"
50140,167.0,168.0,4.0,3.91,NED University of Engineering and Technology
50151,163.0,169.0,4.5,3.87,Bahria University
50155,164.0,162.0,6.0,3.7,National University of Modern Languages
50156,163.0,151.0,4.5,4.0,Quaid-i-Azam University
50169,148.0,164.0,3.0,3.86,NED University of Engineering and Technology
50173,164.0,164.0,4.0,3.65,Air University
50178,168.0,170.0,5.0,3.88,Air University
50195,167.0,161.0,4.5,3.84,Air University
50201,161.0,164.0,5.0,3.94,Bahria University
50204,164.0,163.0,4.5,3.98,Quaid-i-Azam University
50206,159.0,163.0,5.0,3.64,Aga Khan University
50219,170.0,157.0,5.5,3.87,Aga Khan University
50222,157.0,167.0,4.0,3.69,Air University
50223,157.0,167.0,4.0,3.69,Bahria University
50224,157.0,167.0,4.0,3.69,NED University of Engineering and Technology
50229,166.0,160.0,4.5,4.0,"University of Engineering and Technology, Lahore"
50235,152.0,152.0,4.5,3.8,"International Islamic University, Islamabad"
50237,158.0,158.0,5.0,3.87,Quaid-i-Azam University
50240,161.0,168.0,3.5,3.93,COMSATS University Islamabad
50261,154.0,170.0,3.0,3.97,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
50272,163.0,152.0,6.0,3.95,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
50282,165.0,170.0,4.0,4.0,"University of Engineering and Technology, Lahore"
50292,153.0,154.0,5.0,3.62,Bahauddin Zakariya University
50298,164.0,168.0,4.5,3.44,National University of Sciences and Technology
50303,163.0,153.0,5.5,3.9,Aga Khan University
50314,168.0,161.0,3.5,3.48,"University of Engineering and Technology, Lahore"
50365,158.0,160.0,4.0,3.79,Quaid-i-Azam University
50373,165.0,160.0,4.0,3.22,"University of Engineering and Technology, Lahore"
50383,159.0,170.0,4.0,3.56,Aga Khan University
50421,170.0,165.0,5.0,4.0,Bahria University
50439,161.0,159.0,4.5,4.0,National University of Sciences and Technology
50442,165.0,162.0,4.5,3.49,Quaid-i-Azam University
50451,162.0,152.0,4.5,3.64,National University of Sciences and Technology
50464,169.0,165.0,5.0,3.91,National University of Sciences and Technology
50487,160.0,160.0,6.0,3.5,National University of Sciences and Technology
50490,156.0,165.0,4.0,3.5,National University of Modern Languages
50499,167.0,156.0,6.0,4.0,COMSATS University Islamabad
50502,163.0,168.0,4.5,3.94,Air University
50512,148.0,155.0,4.0,3.77,University of the Punjab
50528,160.0,154.0,5.0,3.63,Aga Khan University
50530,152.0,163.0,4.5,4.0,Quaid-i-Azam University
50546,154.0,162.0,4.5,3.8,NED University of Engineering and Technology
50549,154.0,170.0,4.0,3.9,Air University
50558,168.0,169.0,4.5,3.82,Air University
50569,161.0,161.0,0.0,3.91,National University of Sciences and Technology
50570,159.0,157.0,3.0,3.32,Aga Khan University
50603,145.0,170.0,3.0,3.71,Aga Khan University
50604,145.0,170.0,3.0,3.71,Aga Khan University
50649,156.0,170.0,3.0,3.31,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
50680,168.0,170.0,4.5,3.68,Bahauddin Zakariya University
50685,161.0,169.0,4.0,3.84,Bahauddin Zakariya University
50704,161.0,165.0,5.5,4.0,National University of Computer and Emerging Sciences
50726,161.0,169.0,4.0,3.85,Aga Khan University
50736,164.0,170.0,5.0,3.67,Aga Khan University
50737,163.0,170.0,5.0,4.0,Air University
50742,154.0,170.0,4.0,3.08,Quaid-i-Azam University
50746,163.0,161.0,5.5,3.5,COMSATS University Islamabad
50755,163.0,168.0,6.0,3.86,Air University
50777,164.0,166.0,4.5,3.9,National University of Modern Languages
50788,155.0,170.0,3.5,3.68,National University of Computer and Emerging Sciences
50790,163.0,167.0,4.0,3.96,"University of Engineering and Technology, Lahore"
50815,161.0,169.0,4.0,3.88,National University of Computer and Emerging Sciences
50819,157.0,168.0,5.0,3.86,Bahauddin Zakariya University
50825,153.0,170.0,3.5,3.84,Aga Khan University
50828,144.0,163.0,3.5,3.0,National University of Modern Languages
50833,158.0,161.0,3.5,3.2,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
50852,157.0,147.0,5.0,3.29,"University of Engineering and Technology, Lahore"
50854,166.0,157.0,5.5,3.5,National University of Modern Languages
50857,159.0,156.0,4.5,3.95,Air University
50877,167.0,166.0,4.0,3.83,Bahauddin Zakariya University
50881,167.0,163.0,4.5,3.73,Aga Khan University
50893,162.0,147.0,4.5,3.57,"University of Engineering and Technology, Lahore"
50895,160.0,168.0,5.0,3.6,Quaid-i-Azam University
50896,167.0,157.0,5.0,3.83,National University of Computer and Emerging Sciences
50911,155.0,154.0,4.0,3.87,Quaid-i-Azam University
50915,163.0,160.0,0.0,3.78,Quaid-i-Azam University
50919,153.0,169.0,4.0,3.97,COMSATS University Islamabad
50930,163.0,169.0,4.0,3.73,Quaid-i-Azam University
50938,162.0,153.0,4.5,3.84,Air University
50941,162.0,159.0,5.0,3.52,"University of Engineering and Technology, Lahore"
50948,144.0,157.0,3.5,3.5,University of Central Punjab
50949,159.0,152.0,5.5,3.9,Bahauddin Zakariya University
50954,166.0,161.0,5.5,4.0,Aga Khan University
50959,158.0,170.0,3.5,3.84,Quaid-i-Azam University
50971,167.0,155.0,4.0,3.64,COMSATS University Islamabad
50976,169.0,169.0,4.0,3.94,Air University
50978,163.0,161.0,4.5,3.7,"International Islamic University, Islamabad"
51041,161.0,170.0,5.5,3.91,Quaid-i-Azam University
51072,154.0,154.0,4.5,3.76,University of Central Punjab
51090,163.0,169.0,4.5,3.87,Aga Khan University
51092,159.0,166.0,4.5,3.86,Aga Khan University
51093,159.0,166.0,4.5,3.68,Aga Khan University
51098,170.0,160.0,4.0,3.8,COMSATS University Islamabad
51099,165.0,159.0,5.5,3.75,"University of Engineering and Technology, Lahore"
51105,152.0,150.0,3.5,3.77,Bahauddin Zakariya University
51134,163.0,161.0,5.5,3.5,Air University
51136,153.0,161.0,4.0,3.63,University of Central Punjab
51137,166.0,170.0,5.5,3.97,Aga Khan University
51140,162.0,170.0,4.0,3.99,COMSATS University Islamabad
51163,165.0,170.0,4.0,3.8,COMSATS University Islamabad
51166,161.0,162.0,4.5,3.79,Aga Khan University
51188,153.0,156.0,4.0,3.3,Aga Khan University
51200,153.0,170.0,3.0,3.82,"University of Engineering and Technology, Lahore"
51214,158.0,168.0,5.0,4.0,Aga Khan University
51218,165.0,162.0,4.5,3.74,Quaid-i-Azam University
51219,162.0,160.0,4.0,3.58,"International Islamic University, Islamabad"
51269,158.0,150.0,4.0,3.87,Bahauddin Zakariya University
51275,158.0,160.0,4.0,3.79,Air University
51284,159.0,159.0,4.5,3.9,Air University
51302,166.0,168.0,4.0,3.98,Bahauddin Zakariya University
51303,166.0,168.0,4.0,3.98,NED University of Engineering and Technology
51320,164.0,168.0,4.5,3.96,Air University
51332,164.0,160.0,4.0,4.0,COMSATS University Islamabad
51335,170.0,163.0,5.5,3.78,COMSATS University Islamabad
51344,155.0,170.0,3.5,3.6,Air University
51345,161.0,156.0,4.5,3.46,Quaid-i-Azam University
51352,168.0,162.0,4.5,3.9,National University of Sciences and Technology
51386,165.0,154.0,5.5,3.85,National University of Computer and Emerging Sciences
51395,155.0,164.0,3.5,3.5,"University of Engineering and Technology, Lahore"
51415,156.0,170.0,4.0,3.8,"University of Engineering and Technology, Lahore"
51418,167.0,161.0,5.0,4.0,Bahria University
51421,170.0,170.0,5.0,4.0,"International Islamic University, Islamabad"
51441,158.0,151.0,4.5,3.85,Quaid-i-Azam University
51445,155.0,148.0,4.0,3.3,Quaid-i-Azam University
51446,161.0,160.0,5.5,3.95,Quaid-i-Azam University
51460,154.0,167.0,4.0,3.86,COMSATS University Islamabad
51461,157.0,165.0,4.0,3.42,Aga Khan University
51464,163.0,169.0,4.5,4.0,COMSATS University Islamabad
51465,156.0,170.0,3.5,3.9,"University of Engineering and Technology, Lahore"
51489,160.0,156.0,4.0,3.91,Quaid-i-Azam University
51500,166.0,161.0,5.5,4.0,National University of Modern Languages
51503,167.0,153.0,3.5,3.7,Aga Khan University
51509,158.0,165.0,4.0,3.5,National University of Modern Languages
51521,155.0,162.0,4.0,3.9,"International Islamic University, Islamabad"
51523,170.0,158.0,3.5,3.6,Air University
51527,155.0,169.0,3.5,3.82,Aga Khan University
51534,153.0,161.0,5.0,3.88,"University of Engineering and Technology, Lahore"
